,date,pe,close
89,1999/6/22,43.26,1564.44
90,1999/6/23,44.43,1606.5
91,1999/6/24,45.74,1654.11
92,1999/6/25,44.08,1593.86
93,1999/6/28,46.82,1693.16
94,1999/6/29,48.1,1739.2
95,1999/6/30,45.34,1689.43
96,1999/7/1,41.89,1560.79
97,1999/7/2,43.3,1613.53
98,1999/7/5,42.45,1581.82
99,1999/7/6,40.72,1517.25
100,1999/7/7,42.1,1568.65
101,1999/7/8,42.35,1577.99
102,1999/7/9,42.53,1584.75
103,1999/7/12,41.86,1559.73
104,1999/7/13,40.92,1524.82
105,1999/7/14,41.85,1559.52
106,1999/7/15,41.58,1549.34
107,1999/7/16,40.79,1519.74
108,1999/7/19,39.69,1479.08
109,1999/7/20,42.26,1574.6
110,1999/7/21,43.2,1609.81
111,1999/7/22,41.62,1550.73
112,1999/7/23,42.56,1585.98
113,1999/7/26,42.99,1602.03
114,1999/7/27,42.69,1590.71
115,1999/7/28,42.86,1597.2
116,1999/7/29,42.83,1595.86
117,1999/7/30,43.95,1601.46
118,1999/8/2,44.36,1616.28
119,1999/8/3,44.65,1626.84
120,1999/8/4,45.26,1649.13
121,1999/8/5,45.38,1653.54
122,1999/8/6,45.19,1646.59
123,1999/8/9,44.7,1628.84
124,1999/8/10,43.97,1602.15
125,1999/8/11,43.45,1583.4
126,1999/8/12,43.24,1575.64
127,1999/8/13,43.14,1571.9
128,1999/8/16,42.81,1560.07
129,1999/8/17,43.26,1576.41
130,1999/8/18,43.41,1581.93
131,1999/8/19,44.95,1637.74
132,1999/8/20,44.7,1628.93
133,1999/8/23,45.14,1645
134,1999/8/24,45.24,1648.47
135,1999/8/25,44.62,1625.77
136,1999/8/26,44.96,1638.23
137,1999/8/27,44.84,1633.9
138,1999/8/30,44.43,1619.04
139,1999/8/31,43.91,1627.12
140,1999/9/1,43.17,1599.55
141,1999/9/2,43.5,1611.96
142,1999/9/3,42.85,1587.89
143,1999/9/6,42.12,1560.68
144,1999/9/7,42.17,1562.79
145,1999/9/8,42.41,1571.6
146,1999/9/9,45.21,1675.12
147,1999/9/10,44.8,1659.93
148,1999/9/13,45.07,1670.14
149,1999/9/14,45.15,1672.89
150,1999/9/15,44.87,1662.8
151,1999/9/16,44.41,1645.51
152,1999/9/17,44.49,1648.56
153,1999/9/20,44.09,1633.83
154,1999/9/21,43.87,1625.59
155,1999/9/22,43.64,1617.06
156,1999/9/23,43.29,1604.2
157,1999/9/24,43.7,1619.33
158,1999/9/27,43.24,1602.16
159,1999/9/28,42.95,1591.43
160,1999/9/29,42.77,1584.95
161,1999/9/30,42.57,1570.7
162,1999/10/8,41.59,1534.52
163,1999/10/11,41.26,1522.48
164,1999/10/12,41.68,1537.8
165,1999/10/13,40.85,1507.42
166,1999/10/14,40.89,1508.73
167,1999/10/15,41.84,1543.8
168,1999/10/18,40.7,1501.67
169,1999/10/19,39.87,1470.9
170,1999/10/20,40.27,1485.83
171,1999/10/21,39.53,1458.53
172,1999/10/22,40.59,1497.46
173,1999/10/25,39.79,1468.27
174,1999/10/26,40.18,1482.67
175,1999/10/27,41.65,1536.82
176,1999/10/28,41.05,1514.53
177,1999/10/29,40.76,1504.56
178,1999/11/1,40.45,1493.1
179,1999/11/2,40.3,1487.47
180,1999/11/3,39.98,1475.68
181,1999/11/4,39.68,1464.83
182,1999/11/5,39.69,1465.23
183,1999/11/8,39.86,1471.38
184,1999/11/9,39.66,1464.03
185,1999/11/10,39.29,1450.15
186,1999/11/11,39.12,1443.91
187,1999/11/12,39.29,1450.33
188,1999/11/15,39.32,1451.54
189,1999/11/16,38.78,1431.32
190,1999/11/17,39.63,1462.79
191,1999/11/18,40.16,1482.45
192,1999/11/19,39.78,1468.47
193,1999/11/22,39.68,1464.59
194,1999/11/23,39.73,1466.43
195,1999/11/24,39.41,1454.58
196,1999/11/25,39.13,1444.24
197,1999/11/26,39.13,1444.51
198,1999/11/29,38.89,1435.47
199,1999/11/30,40.01,1434.97
200,1999/12/1,40.35,1447.12
201,1999/12/2,40.03,1435.84
202,1999/12/3,40.07,1437.23
203,1999/12/6,39.79,1426.99
204,1999/12/7,39.82,1428.26
205,1999/12/8,39.73,1424.85
206,1999/12/9,39.5,1416.73
207,1999/12/10,39.84,1428.94
208,1999/12/13,39.51,1417.11
209,1999/12/14,39.66,1422.26
210,1999/12/15,40.46,1451.06
211,1999/12/16,40.01,1434.87
212,1999/12/17,39.58,1419.55
213,1999/12/21,38.91,1395.5
214,1999/12/22,38.69,1387.51
215,1999/12/23,38.18,1369.46
216,1999/12/24,37.79,1355.37
217,1999/12/27,37.51,1345.35
218,1999/12/28,37.61,1348.82
219,1999/12/29,37.83,1356.93
220,1999/12/30,38.1,1366.58
221,2000/1/4,39.21,1406.37
222,2000/1/5,39.3,1409.68
223,2000/1/6,40.81,1463.94
224,2000/1/7,42.28,1516.6
225,2000/1/10,43.08,1545.11
226,2000/1/11,41.26,1479.78
227,2000/1/12,40.09,1438.02
228,2000/1/13,39.71,1424.44
229,2000/1/14,39.28,1408.85
230,2000/1/17,39.96,1433.33
231,2000/1/18,39.77,1426.62
232,2000/1/19,40.17,1440.72
233,2000/1/20,40.9,1466.86
234,2000/1/21,40.85,1465.08
235,2000/1/24,41.19,1477.34
236,2000/1/25,41.16,1476.51
237,2000/1/26,41.29,1481.12
238,2000/1/27,42.01,1506.77
239,2000/1/28,42.78,1535
240,2000/2/14,46.65,1673.94
241,2000/2/15,46.56,1670.67
242,2000/2/16,47.19,1693.11
243,2000/2/17,45.72,1640.65
244,2000/2/18,46.49,1668.09
245,2000/2/21,46.74,1677.14
246,2000/2/22,45.49,1632.29
247,2000/2/23,44.45,1594.93
248,2000/2/24,45.55,1634.31
249,2000/2/25,45.47,1631.58
250,2000/2/28,47.51,1704.85
251,2000/2/29,47.97,1714.58
252,2000/3/1,47.5,1697.74
253,2000/3/2,47.93,1713.01
254,2000/3/3,48.63,1738.02
255,2000/3/6,47.03,1681.08
256,2000/3/7,47.42,1694.8
257,2000/3/8,48.29,1726.03
258,2000/3/9,48.47,1732.35
259,2000/3/10,47.7,1705.05
260,2000/3/13,48.37,1728.88
261,2000/3/14,47.15,1685.35
262,2000/3/15,47.04,1681.47
263,2000/3/16,44.97,1607.53
264,2000/3/17,46.4,1658.6
265,2000/3/20,47.54,1699.25
266,2000/3/21,47.85,1710.32
267,2000/3/22,48.13,1720.45
268,2000/3/23,48.88,1747.24
269,2000/3/24,48.42,1730.5
270,2000/3/27,49.69,1775.91
271,2000/3/28,50.12,1791.44
272,2000/3/29,50.05,1788.81
273,2000/3/30,50.67,1810.98
274,2000/3/31,49.97,1800.22
275,2000/4/3,49.99,1801
276,2000/4/4,48.87,1760.69
277,2000/4/5,49.16,1771.2
278,2000/4/6,50.22,1809.14
279,2000/4/7,50.52,1819.9
280,2000/4/10,50.69,1826.06
281,2000/4/11,50.55,1821.17
282,2000/4/12,50.17,1807.33
283,2000/4/13,50.84,1831.55
284,2000/4/14,50.9,1833.67
285,2000/4/17,49.83,1795.06
286,2000/4/18,50.34,1813.49
287,2000/4/19,50.76,1828.71
288,2000/4/20,51.27,1847.03
289,2000/4/21,51.1,1841.06
290,2000/4/24,51,1837.4
291,2000/4/25,50.89,1833.47
292,2000/4/26,50.87,1832.78
293,2000/4/27,50.15,1806.83
294,2000/4/28,51.21,1836.32
295,2000/5/8,51.22,1836.64
296,2000/5/9,50.38,1806.64
297,2000/5/10,48.88,1752.69
298,2000/5/11,48.08,1724.05
299,2000/5/12,47.98,1720.61
300,2000/5/15,47.54,1704.59
301,2000/5/16,48.09,1724.54
302,2000/5/17,48.12,1725.4
303,2000/5/18,49.04,1758.54
304,2000/5/19,49.58,1777.83
305,2000/5/22,50.89,1824.74
306,2000/5/23,51.09,1832.07
307,2000/5/24,51.74,1855.49
308,2000/5/25,52.45,1880.7
309,2000/5/26,52.42,1879.62
310,2000/5/29,52.95,1898.75
311,2000/5/30,52.36,1877.47
312,2000/5/31,54.06,1894.55
313,2000/6/1,54.32,1903.49
314,2000/6/2,54.68,1916.25
315,2000/6/5,54.19,1899.09
316,2000/6/6,54.94,1925.54
317,2000/6/7,55.22,1935.03
318,2000/6/8,54.93,1925.21
319,2000/6/9,54.24,1900.79
320,2000/6/12,54.57,1912.56
321,2000/6/13,55.32,1938.67
322,2000/6/14,55.14,1932.29
323,2000/6/15,55.42,1942.29
324,2000/6/16,54.98,1926.94
325,2000/6/19,54.65,1915.2
326,2000/6/20,54.08,1895.35
327,2000/6/21,54.59,1913.13
328,2000/6/22,54.61,1913.9
329,2000/6/23,55.35,1939.63
330,2000/6/26,55.6,1948.64
331,2000/6/27,55.44,1942.9
332,2000/6/28,55.57,1947.48
333,2000/6/29,55.28,1937.26
334,2000/6/30,55.29,1928.11
335,2000/7/3,54.36,1895.64
336,2000/7/4,54.71,1907.93
337,2000/7/5,54.75,1909.19
338,2000/7/6,54.56,1902.55
339,2000/7/7,55.42,1932.79
340,2000/7/10,55.86,1948.02
341,2000/7/11,56.22,1960.54
342,2000/7/12,56.59,1973.37
343,2000/7/13,56.76,1979.2
344,2000/7/14,56.98,1987.19
345,2000/7/17,56.85,1982.48
346,2000/7/18,57.18,1993.99
347,2000/7/19,57.31,1998.43
348,2000/7/20,57.11,1991.56
349,2000/7/21,57.25,1996.34
350,2000/7/24,57.04,1989.24
351,2000/7/25,57.25,1996.58
352,2000/7/26,57.7,2012.32
353,2000/7/27,57.71,2012.35
354,2000/7/28,57.72,2012.79
355,2000/7/31,58.22,2023.54
356,2000/8/1,58.35,2028.15
357,2000/8/2,58.43,2030.68
358,2000/8/3,58.59,2036.3
359,2000/8/4,58.3,2026.36
360,2000/8/7,58.68,2039.42
361,2000/8/8,58.98,2049.92
362,2000/8/9,59.3,2061.18
363,2000/8/10,59.44,2065.94
364,2000/8/11,59.35,2062.67
365,2000/8/14,59.74,2076.3
366,2000/8/15,59.75,2076.82
367,2000/8/16,59.94,2083.47
368,2000/8/17,60.18,2091.59
369,2000/8/18,60.14,2090.18
370,2000/8/21,60.67,2108.69
371,2000/8/22,59.69,2074.7
372,2000/8/23,59.21,2057.92
373,2000/8/24,59.59,2071.16
374,2000/8/25,60.04,2086.7
375,2000/8/28,60.44,2100.58
376,2000/8/29,60.58,2105.48
377,2000/8/30,59.73,2076.14
378,2000/8/31,58.2,2021.2
379,2000/9/1,57.59,1999.86
380,2000/9/4,57.89,2010.6
381,2000/9/5,56.55,1963.79
382,2000/9/6,55.46,1925.91
383,2000/9/7,56.17,1950.66
384,2000/9/8,56.42,1959.31
385,2000/9/11,56.78,1972.04
386,2000/9/12,56.99,1979.09
387,2000/9/13,57.27,1988.94
388,2000/9/14,57,1979.51
389,2000/9/15,56.97,1978.43
390,2000/9/18,56.06,1946.75
391,2000/9/19,54.8,1903.15
392,2000/9/20,55.35,1922.29
393,2000/9/21,54.92,1907.31
394,2000/9/22,54.48,1891.98
395,2000/9/25,54.02,1875.91
396,2000/9/26,54.36,1887.83
397,2000/9/27,55.12,1914.09
398,2000/9/28,54.4,1889.29
399,2000/9/29,54.83,1910.16
400,2000/10/9,54.98,1915.35
401,2000/10/10,55.75,1942.15
402,2000/10/11,55.51,1933.73
403,2000/10/12,55.29,1926.32
404,2000/10/13,55.06,1918.16
405,2000/10/16,54.62,1902.81
406,2000/10/17,54.81,1909.49
407,2000/10/18,55.19,1922.84
408,2000/10/19,54.92,1913.42
409,2000/10/20,55.9,1947.45
410,2000/10/23,56.23,1958.94
411,2000/10/24,56.16,1956.34
412,2000/10/25,56.76,1977.25
413,2000/10/26,56.48,1967.67
414,2000/10/27,56.47,1967.41
415,2000/10/30,56.65,1973.58
416,2000/10/31,56.3,1961.29
417,2000/11/1,56.76,1977.36
418,2000/11/2,56.96,1984.26
419,2000/11/3,56.88,1981.63
420,2000/11/6,57.16,1991.17
421,2000/11/7,57.33,1997.08
422,2000/11/8,57.78,2012.91
423,2000/11/9,58.34,2032.48
424,2000/11/10,58.77,2047.46
425,2000/11/13,59.44,2070.79
426,2000/11/14,59.85,2085.12
427,2000/11/15,59.76,2081.91
428,2000/11/16,60.17,2095.98
429,2000/11/17,60.09,2093.24
430,2000/11/20,60.32,2101.39
431,2000/11/21,60.22,2097.98
432,2000/11/22,60.66,2113.3
433,2000/11/23,60.84,2119.44
434,2000/11/24,58.94,2053.37
435,2000/11/27,58.84,2049.67
436,2000/11/28,59.69,2079.4
437,2000/11/29,59.35,2067.5
438,2000/11/30,59.86,2070.61
439,2000/12/1,60.18,2081.84
440,2000/12/4,60.48,2092.14
441,2000/12/5,60.47,2091.67
442,2000/12/6,60.01,2075.63
443,2000/12/7,59.99,2075.04
444,2000/12/8,59.93,2073.16
445,2000/12/11,59.15,2046.08
446,2000/12/12,59.53,2059.05
447,2000/12/13,59.44,2056.12
448,2000/12/14,59.3,2051.08
449,2000/12/15,58.96,2039.36
450,2000/12/18,59.11,2044.55
451,2000/12/19,59.24,2049.03
452,2000/12/20,59.88,2071.27
453,2000/12/21,60.04,2076.89
454,2000/12/22,59.84,2069.77
455,2000/12/25,59.79,2068.17
456,2000/12/26,60.02,2076.27
457,2000/12/27,59.5,2058.24
458,2000/12/28,59.37,2053.7
459,2000/12/29,59.16,2073.48
460,2001/1/2,60.02,2103.47
461,2001/1/3,60.6,2123.9
462,2001/1/4,60.41,2117.41
463,2001/1/5,60.64,2125.3
464,2001/1/8,59.98,2102.06
465,2001/1/9,59.95,2101.14
466,2001/1/10,60.65,2125.61
467,2001/1/11,60.46,2119.14
468,2001/1/12,60.05,2104.75
469,2001/1/15,57.99,2032.44
470,2001/1/16,58.37,2045.89
471,2001/1/17,58.05,2034.58
472,2001/1/18,58.29,2043.11
473,2001/1/19,59.34,2065.61
474,2001/2/5,57.69,2008.03
475,2001/2/6,57.32,1995.31
476,2001/2/7,56.88,1979.94
477,2001/2/8,55.45,1930.14
478,2001/2/9,56.22,1956.97
479,2001/2/12,56.34,1961.22
480,2001/2/13,56.41,1963.53
481,2001/2/14,56.4,1963.2
482,2001/2/15,55.92,1946.48
483,2001/2/16,55.79,1941.96
484,2001/2/19,56.52,1967.55
485,2001/2/20,56.11,1953.22
486,2001/2/21,54.85,1909.33
487,2001/2/22,54.79,1907.26
488,2001/2/23,55.63,1936.35
489,2001/2/26,56.15,1954.69
490,2001/2/27,56.36,1962.04
491,2001/2/28,56.82,1959.18
492,2001/3/1,56.99,1965.12
493,2001/3/2,57.57,1985.11
494,2001/3/5,57.55,1984.2
495,2001/3/6,57.72,1990.06
496,2001/3/7,57.75,1991.18
497,2001/3/8,58.03,2000.9
498,2001/3/9,58.34,2011.66
499,2001/3/12,58.37,2012.55
500,2001/3/13,57.97,1998.7
501,2001/3/14,58.54,2018.62
502,2001/3/15,58.66,2022.6
503,2001/3/16,58.59,2020.24
504,2001/3/19,59.07,2036.62
505,2001/3/20,59.33,2045.79
506,2001/3/21,59.93,2066.39
507,2001/3/22,60.54,2087.53
508,2001/3/23,59.56,2053.54
509,2001/3/26,60.61,2089.88
510,2001/3/27,61.11,2107.26
511,2001/3/28,61.1,2106.87
512,2001/3/29,60.95,2101.66
513,2001/3/30,60.9,2112.77
514,2001/4/2,61.25,2125.08
515,2001/4/3,61.2,2123.05
516,2001/4/4,60.26,2090.72
517,2001/4/5,60.9,2112.6
518,2001/4/6,60.78,2108.61
519,2001/4/9,61.03,2117.37
520,2001/4/10,61.35,2128.48
521,2001/4/11,61.44,2131.4
522,2001/4/12,61.54,2134.8
523,2001/4/13,61.84,2145.4
524,2001/4/16,62.49,2168.06
525,2001/4/17,62.74,2176.68
526,2001/4/18,62.62,2172.56
527,2001/4/19,62.63,2172.87
528,2001/4/20,62.04,2152.33
529,2001/4/23,61.99,2150.43
530,2001/4/24,62.44,2166.17
531,2001/4/25,61.08,2119.18
532,2001/4/26,60.68,2105.06
533,2001/4/27,60.97,2115.11
534,2001/4/30,60.95,2119.18
535,2001/5/8,61.49,2137.99
536,2001/5/9,61.34,2132.89
537,2001/5/10,61.76,2147.28
538,2001/5/11,61.99,2155.41
539,2001/5/14,62.66,2178.47
540,2001/5/15,63.02,2191.06
541,2001/5/16,63.26,2199.5
542,2001/5/17,63.12,2194.65
543,2001/5/18,63.37,2203.37
544,2001/5/21,63.67,2213.59
545,2001/5/22,63.57,2210.34
546,2001/5/23,63.21,2197.59
547,2001/5/24,63.23,2198.3
548,2001/5/25,63.09,2193.58
549,2001/5/28,62.69,2179.7
550,2001/5/29,62.71,2180.28
551,2001/5/30,63.6,2211.2
552,2001/5/31,55.95,2214.26
553,2001/6/1,56.08,2219.59
554,2001/6/4,56.27,2226.78
555,2001/6/5,56.47,2234.99
556,2001/6/6,56.56,2238.5
557,2001/6/7,56.34,2229.81
558,2001/6/8,56.17,2223.07
559,2001/6/11,55.96,2214.62
560,2001/6/12,56.17,2222.96
561,2001/6/13,56.66,2242.42
562,2001/6/14,55.65,2202.4
563,2001/6/15,55.87,2210.97
564,2001/6/18,54.77,2167.65
565,2001/6/19,54.84,2170.45
566,2001/6/20,54.66,2163.12
567,2001/6/21,55.32,2189.15
568,2001/6/22,55.74,2206.07
569,2001/6/25,56.35,2230.2
570,2001/6/26,56.44,2233.59
571,2001/6/27,56.34,2229.83
572,2001/6/28,56.08,2219.25
573,2001/6/29,56.63,2218.03
574,2001/7/2,56.32,2205.99
575,2001/7/3,56.47,2211.83
576,2001/7/4,56.22,2202.06
577,2001/7/5,55.7,2181.66
578,2001/7/6,55.42,2170.52
579,2001/7/9,55.4,2169.66
580,2001/7/10,55.91,2189.78
581,2001/7/11,55.37,2168.74
582,2001/7/12,55.29,2165.49
583,2001/7/13,55.18,2161.34
584,2001/7/16,54.8,2146.24
585,2001/7/17,54.66,2140.98
586,2001/7/18,54.8,2146.54
587,2001/7/19,54.9,2150.26
588,2001/7/20,55.65,2179.62
589,2001/7/23,55.38,2169.01
590,2001/7/24,54.55,2136.45
591,2001/7/25,53.93,2112.26
592,2001/7/26,53.46,2094.01
593,2001/7/27,52.74,2065.73
594,2001/7/30,49.96,1956.82
595,2001/7/31,49.21,1920.32
596,2001/8/1,50.92,1986.93
597,2001/8/2,50.15,1957.02
598,2001/8/3,50.19,1958.69
599,2001/8/6,48.23,1882.13
600,2001/8/7,48.79,1903.93
601,2001/8/8,48.57,1895.17
602,2001/8/9,49.32,1924.59
603,2001/8/10,50.1,1955.04
604,2001/8/13,50.1,1955.1
605,2001/8/14,49.7,1939.54
606,2001/8/15,49.9,1947.36
607,2001/8/16,49.19,1919.65
608,2001/8/17,49.3,1924
609,2001/8/20,49.57,1934.49
610,2001/8/21,49.69,1938.87
611,2001/8/22,48.78,1903.45
612,2001/8/23,48.77,1902.99
613,2001/8/24,48.35,1886.8
614,2001/8/27,46.82,1827.25
615,2001/8/28,47.24,1843.39
616,2001/8/29,47.34,1847.54
617,2001/8/30,47.14,1839.63
618,2001/8/31,42.15,1834.14
619,2001/9/3,41.76,1817.19
620,2001/9/4,42.8,1862.36
621,2001/9/5,42.93,1868.27
622,2001/9/6,42.78,1861.56
623,2001/9/7,41.57,1808.84
624,2001/9/10,42.66,1856.53
625,2001/9/11,42.83,1863.78
626,2001/9/12,42.57,1852.6
627,2001/9/13,42.28,1839.91
628,2001/9/14,41.79,1818.38
629,2001/9/17,41.01,1784.61
630,2001/9/18,41.33,1798.62
631,2001/9/19,41.89,1822.69
632,2001/9/20,41.79,1818.42
633,2001/9/21,41.53,1807.02
634,2001/9/24,41.25,1794.96
635,2001/9/25,41.22,1793.88
636,2001/9/26,40.63,1767.81
637,2001/9/27,40.56,1764.93
638,2001/9/28,40.61,1764.87
639,2001/10/8,39.73,1726.53
640,2001/10/9,40.14,1744.64
641,2001/10/10,38.81,1686.61
642,2001/10/11,37.7,1638.33
643,2001/10/12,38.92,1691.33
644,2001/10/15,38.82,1687.28
645,2001/10/16,38.1,1655.9
646,2001/10/17,37.81,1643.07
647,2001/10/18,37.17,1615.58
648,2001/10/19,36.18,1572.45
649,2001/10/22,34.99,1520.67
650,2001/10/23,38.44,1670.56
651,2001/10/24,39.53,1718.06
652,2001/10/25,38.58,1676.5
653,2001/10/26,38.61,1677.88
654,2001/10/29,39.13,1700.48
655,2001/10/30,38.72,1682.77
656,2001/10/31,38.85,1689.17
657,2001/11/1,39.28,1707.75
658,2001/11/2,38.9,1691.35
659,2001/11/5,38.63,1679.57
660,2001/11/6,38.44,1671.28
661,2001/11/7,36.66,1594.05
662,2001/11/8,36.93,1605.87
663,2001/11/9,37.5,1630.36
664,2001/11/12,37.29,1621.19
665,2001/11/13,37.17,1615.93
666,2001/11/14,37.19,1617.1
667,2001/11/15,37.29,1621.34
668,2001/11/16,37.87,1646.76
669,2001/11/19,38.41,1669.89
670,2001/11/20,39.09,1699.73
671,2001/11/21,39.23,1705.66
672,2001/11/22,39.46,1715.81
673,2001/11/23,39.39,1712.56
674,2001/11/26,39.23,1705.89
675,2001/11/27,39.62,1722.59
676,2001/11/28,39.9,1735
677,2001/11/29,39.84,1732.3
678,2001/11/30,40.1,1747.99
679,2001/12/3,40.43,1762.56
680,2001/12/4,40.6,1769.68
681,2001/12/5,40.04,1745.23
682,2001/12/6,40.17,1751.18
683,2001/12/7,40.04,1745.41
684,2001/12/10,40.12,1748.68
685,2001/12/11,39.66,1728.88
686,2001/12/12,39.35,1715.17
687,2001/12/13,38.72,1688.01
688,2001/12/14,38.44,1675.51
689,2001/12/17,38.22,1665.94
690,2001/12/18,38.71,1687.29
691,2001/12/19,38.37,1672.7
692,2001/12/20,37.43,1631.54
693,2001/12/21,37.63,1640.14
694,2001/12/24,36.84,1606.1
695,2001/12/25,36.96,1611.17
696,2001/12/26,37.48,1633.64
697,2001/12/27,37.35,1627.92
698,2001/12/28,37.61,1639.48
699,2001/12/31,37.58,1645.97
700,2002/1/4,36.79,1611.39
701,2002/1/7,36.46,1596.76
702,2002/1/8,36.15,1583.46
703,2002/1/9,35.65,1561.35
704,2002/1/10,35.99,1576.44
705,2002/1/11,35.06,1535.59
706,2002/1/14,33.91,1485.11
707,2002/1/15,33.33,1459.65
708,2002/1/16,33.78,1479.62
709,2002/1/17,32.41,1419.52
710,2002/1/18,32.32,1415.44
711,2002/1/21,31.21,1366.97
712,2002/1/22,31.02,1358.69
713,2002/1/23,32.99,1444.96
714,2002/1/24,33.25,1456.4
715,2002/1/25,33.14,1451.48
716,2002/1/28,31.04,1359.55
717,2002/1/29,31.8,1392.78
718,2002/1/30,31.89,1396.6
719,2002/1/31,34.32,1491.67
720,2002/2/1,34.18,1485.77
721,2002/2/4,34.77,1511.33
722,2002/2/5,34.93,1518.28
723,2002/2/6,34.18,1485.8
724,2002/2/7,34.87,1515.39
725,2002/2/8,34.66,1506.61
726,2002/2/25,35.21,1530.28
727,2002/2/26,35.23,1531.43
728,2002/2/27,35.39,1538.32
729,2002/2/28,35.04,1524.7
730,2002/3/1,34.53,1502.54
731,2002/3/4,35.09,1526.8
732,2002/3/5,35.85,1560.08
733,2002/3/6,36.06,1569.21
734,2002/3/7,37.07,1613
735,2002/3/8,37.7,1640.26
736,2002/3/11,38.24,1664.09
737,2002/3/12,37.77,1643.69
738,2002/3/13,37.31,1623.43
739,2002/3/14,38.27,1665.15
740,2002/3/15,37.25,1620.98
741,2002/3/18,37.32,1623.88
742,2002/3/19,38.27,1665.36
743,2002/3/20,38.67,1682.51
744,2002/3/21,38.72,1685.02
745,2002/3/22,38.37,1669.69
746,2002/3/25,38.5,1675.29
747,2002/3/26,37.91,1649.48
748,2002/3/27,38.02,1654.23
749,2002/3/28,37.93,1650.67
750,2002/3/29,37.25,1603.91
751,2002/4/1,37.36,1608.51
752,2002/4/2,36.76,1582.88
753,2002/4/3,37.03,1594.51
754,2002/4/4,38.13,1641.7
755,2002/4/5,37.96,1634.64
756,2002/4/8,38.1,1640.65
757,2002/4/9,38.73,1667.52
758,2002/4/10,38.96,1677.66
759,2002/4/11,38.31,1649.53
760,2002/4/12,38.53,1658.98
761,2002/4/15,38.31,1649.5
762,2002/4/16,38.09,1640.29
763,2002/4/17,38.19,1644.4
764,2002/4/18,37.81,1628.14
765,2002/4/19,37.98,1635.17
766,2002/4/22,37.8,1627.48
767,2002/4/23,37.73,1624.55
768,2002/4/24,37.42,1611.05
769,2002/4/25,37.53,1615.92
770,2002/4/26,38.1,1640.59
771,2002/4/29,38.69,1665.81
772,2002/4/30,39.09,1667.75
773,2002/5/8,38.73,1652.37
774,2002/5/9,38.69,1650.58
775,2002/5/10,38.4,1638.2
776,2002/5/13,38.06,1623.94
777,2002/5/14,37.88,1616.23
778,2002/5/15,37.46,1598.35
779,2002/5/16,36.32,1549.5
780,2002/5/17,36.74,1567.5
781,2002/5/20,36.13,1541.53
782,2002/5/21,37.22,1588.11
783,2002/5/22,36.67,1564.49
784,2002/5/23,36.84,1571.61
785,2002/5/24,36.32,1549.47
786,2002/5/27,36.45,1555.05
787,2002/5/28,36.53,1558.52
788,2002/5/29,35.74,1524.81
789,2002/5/30,35.71,1523.52
790,2002/5/31,38.66,1515.73
791,2002/6/3,37.83,1483.35
792,2002/6/4,38.02,1490.51
793,2002/6/5,37.29,1462
794,2002/6/6,38.8,1521.26
795,2002/6/7,39.01,1529.51
796,2002/6/10,38.7,1517.23
797,2002/6/11,39.05,1530.96
798,2002/6/12,38.89,1524.84
799,2002/6/13,38.56,1511.71
800,2002/6/14,38.11,1494.25
801,2002/6/17,38.16,1496.24
802,2002/6/18,38.87,1524.07
803,2002/6/19,38.45,1507.67
804,2002/6/20,38.67,1516.15
805,2002/6/21,39.86,1562.72
806,2002/6/24,43.55,1707.31
807,2002/6/25,43.53,1706.59
808,2002/6/26,43.69,1712.91
809,2002/6/27,43.96,1723.55
810,2002/6/28,44.47,1732.76
811,2002/7/1,43.98,1713.7
812,2002/7/2,44.27,1724.95
813,2002/7/3,44.42,1730.92
814,2002/7/4,43.97,1713.14
815,2002/7/5,44.2,1722.19
816,2002/7/8,44.47,1732.93
817,2002/7/9,44.4,1729.99
818,2002/7/10,43.68,1701.82
819,2002/7/11,43.55,1696.94
820,2002/7/12,43.59,1698.3
821,2002/7/15,43.32,1687.94
822,2002/7/16,43.41,1691.62
823,2002/7/17,43.67,1701.72
824,2002/7/18,43.76,1704.91
825,2002/7/19,43.98,1713.86
826,2002/7/22,43.14,1681.01
827,2002/7/23,42.96,1673.86
828,2002/7/24,42.92,1672.4
829,2002/7/25,42.73,1665.11
830,2002/7/26,42.54,1657.5
831,2002/7/29,42.75,1665.67
832,2002/7/30,42.83,1669
833,2002/7/31,42.46,1651.59
834,2002/8/1,42.5,1653.01
835,2002/8/2,42.72,1661.87
836,2002/8/5,42.52,1653.96
837,2002/8/6,42.95,1670.62
838,2002/8/7,42.88,1668.06
839,2002/8/8,42.67,1659.8
840,2002/8/9,42.34,1647.05
841,2002/8/12,42.02,1634.57
842,2002/8/13,42.08,1636.63
843,2002/8/14,42.33,1646.72
844,2002/8/15,42.02,1634.37
845,2002/8/16,42.34,1646.79
846,2002/8/19,42.27,1644.3
847,2002/8/20,42.97,1671.35
848,2002/8/21,43.02,1673.55
849,2002/8/22,43.35,1686.11
850,2002/8/23,43.27,1683.21
851,2002/8/26,42.95,1670.69
852,2002/8/27,43.18,1679.69
853,2002/8/28,43.11,1676.77
854,2002/8/29,42.86,1667.32
855,2002/8/30,43.04,1666.62
856,2002/9/2,43.1,1668.77
857,2002/9/3,43.23,1674.07
858,2002/9/4,42.97,1663.97
859,2002/9/5,42.4,1641.81
860,2002/9/6,42.13,1631.38
861,2002/9/9,41.88,1621.58
862,2002/9/10,41.97,1625.11
863,2002/9/11,41.85,1620.35
864,2002/9/12,41.95,1624.56
865,2002/9/13,41.98,1625.76
866,2002/9/16,41.42,1604.08
