,0,2
0.0,17.49370261948941,(17.49370261948941+0j)
0.0425531914893617,5.673078491440086,(3.354561206439958-4.575012424276925j)
0.0851063829787234,11.950838262045611,(11.707479412641067-2.3994709767277733j)
0.1276595744680851,25.75580901165903,(-22.112249378085455-13.206442567414427j)
0.1702127659574468,7.511224516251471,(7.429142538522925+1.1074000523055354j)
0.2127659574468085,19.770975326019343,(-0.9019232862908679-19.750392394271866j)
0.2553191489361702,17.747520114531063,(14.936818088861342+9.58467190862313j)
0.2978723404255319,33.003225549066194,(-24.10979919210788-22.537313050999888j)
0.3404255319148936,16.907058906616978,(-3.4877320722907292+16.543408532214002j)
0.3829787234042553,25.872707360281055,(-21.299651792494515-14.687471520626916j)
0.425531914893617,9.610556848579957,(9.477454099130005-1.5939469058506854j)
0.46808510638297873,8.226342319012147,(-6.301093850341425-5.288565423511334j)
0.5106382978723404,14.608194115730907,(14.531081052645678+1.4990059253775014j)
0.5531914893617021,17.977842727870193,(-9.23636027997653+15.423763416446295j)
0.5957446808510638,6.134491321782783,(1.2240773789641413-6.011124549311597j)
0.6382978723404256,7.672587074966712,(-5.2736783291292255+5.5728726258384045j)
0.6808510638297872,2.7318152864480987,(-0.6612867047743807-2.6505687414892956j)
0.7234042553191489,7.973481705860823,(7.903327728330167+1.055377341193541j)
0.7659574468085106,4.264210613941221,(4.166743009799473+0.9065014342714498j)
0.8085106382978723,2.5290285463441,(2.501548232756098+0.37180885871398095j)
0.851063829787234,1.637296146222778,(1.6102028256849987+0.2966235502990382j)
0.8936170212765957,0.5220806887639855,(-0.34755767693074757-0.3895791405950524j)
0.9361702127659575,0.41379313702525305,(0.3273294538233415-0.25314065044736056j)
0.9787234042553191,0.6577442657270964,(0.6270277989672577-0.19865462093581776j)
1.0212765957446808,0.8575327522593059,(0.154841985483192-0.8434372417252176j)
1.0638297872340425,0.4507029348259371,(-0.28940082028039815-0.34551454481938326j)
1.1063829787234043,0.9742944518592253,(0.4925076961919638+0.8406460896925367j)
1.1489361702127658,1.462324769156098,(-0.2354570220542846-1.4432441655010297j)
1.1914893617021276,0.8626449912204005,(-0.5912881397052349+0.6281199859275037j)
1.2340425531914894,0.8779884298493803,(-0.8322510655858903-0.2796816883182206j)
1.2765957446808511,2.020938041036693,(-1.22764587418169+1.605327434922203j)
1.3191489361702127,7.834642946731318,(-6.2953151713147975+4.66375781924625j)
1.3617021276595744,5.008992672638496,(4.565161673331074-2.0613846052823734j)
1.4042553191489362,2.011416553629821,(0.9455886165099221+1.7752911650044672j)
1.4468085106382977,2.6719877028459305,(2.670091550411353-0.1006449034068233j)
1.4893617021276595,1.4091163444731265,(-1.2374844455805023+0.6739741235445348j)
1.5319148936170213,2.0776926032985066,(-1.8982139328665173+0.8447428122646288j)
1.574468085106383,2.625381354512897,(-2.0789918254959914+1.6032530200017767j)
1.6170212765957446,1.8718099723123978,(1.750679333717382+0.6624156119408737j)
1.6595744680851063,1.0984953098831505,(-0.018060632396462772-1.0983468301919566j)
1.702127659574468,2.6977099879809545,(0.8003179679823786-2.57626286107935j)
1.7446808510638296,0.8371670933090954,(-0.6499655762639547+0.5276300709696757j)
1.7872340425531914,2.3671843282498695,(-0.5859524927726+2.2935172378086373j)
1.8297872340425532,1.335597427407348,(-0.1541410548198948+1.3266729149704295j)
1.872340425531915,1.3994422197172496,(-0.9056854702987399+1.0668516088083164j)
1.9148936170212765,0.09628511913480134,(-0.08581693575858723+0.043660940253382075j)
1.9574468085106382,0.3414455861275983,(0.07446075974784339-0.3332276752369063j)
